اسم منتج المنافس,صورة المنافس,سعر المنافس,مصدر الملف,أقرب منتج لدينا,نسبة التطابق %,الطبقة المستخدمة,الماركة,القرار,وصف المنتج (LLM),وصف الماركة (LLM)
مانسيرا عطر إكسبليسيت فانيليا او دو بيرفيوم - 120 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/cf5d0465-431d-48ab-9f3b-db70f966ca4a-500x500-9ImU9nGdIZlbAbMkDKnKJhh84K8aD8qSzZcCI77N.png",345,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر إنيشيو ديفاين أتراكشن أو دو بارفيوم 90 مل,19.2,REVERSE-LOOKUP-FOUND,مانسيرا,duplicate,,
مانسيرا فرنش ريفييرا او دو برفيوم 120مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/446d2dc6-b288-4f28-b415-580cc27383c9-500x500-AQMnxl2NJrlpdbjHNis1En19i28hQVFSFHWvT9ZY.webp",345,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,تستر باراديس ديس سينس سيليستيا أو دو برفيوم 100مل,20.3,REVERSE-LOOKUP-FOUND,مانسيرا,duplicate,,
مانسيرا كريزي فور عود أو دو بارفان 120 مل للجنسين,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/9a9e5c19-66be-426a-8680-a6478e21f442-500x500-ozLZtjWM2ohSCpbDHLAn1grOFbCslyoPEkPFVDGm.webp",345,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,تستر إنيشيو عود فور جريتنيس أو دو بارفيوم 90 مل للجنسين,22.1,REVERSE-LOOKUP-FOUND,مانسيرا,duplicate,,
عطر مونتال ارابيانز مسك او دو بارفيوم 100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/99676265-2601-481d-9241-7d4af506d32c-500x500-iH46jFZAWsuabYsG4wL811XuCvoriLHINhsBo7lY.webp",333,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر مونتال ارابيانز او دو بارفيوم 100مل,92.1,GOLDEN-HIGH,مونتال,duplicate,,
عطر رويال كوتير Royal Couture للجنسين 100 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/b2d63d4e-4871-429f-bbcb-4c75bd6e32ed-373.55371900826x500-thRfL5cVCFehBznGndNoApUbzjQLOQgDW1JMDBMc.jpg",115,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر جو مالون لندن انجليش بير أند فريسيا كولون 100مل للجنسين,41.8,REVERSE-LOOKUP-FOUND,,duplicate,,
عطر شيفاز 18 الأبيض 100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/9df89027-740a-494a-8b1e-f11d5463dcac-500x500-v71yZPNuhVfK9LjmZlpWejmrbycbEEtBVk50W94k.png",115,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر لافيرن وايت قاردن 100 مل,39.7,REVERSE-LOOKUP-FOUND,شيفاز,duplicate,,
عطر كيليان قود غيرل جان باد او دو بارفيوم 50مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/b7b59bf0-4996-42f6-afd9-d7e9709d86f3-500x500-ohapbT0MuiUfA1agbTY5Ie8Ncl9xuGDH0VJVVyMD.jpg",954,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر زيرجوف لوا أو دو بارفيوم 50 مل,52.2,REVERSE-LOOKUP-FOUND,كيليان,duplicate,,
عطر بورن تو ستاند آوت بلاك مانجو إكستريت دو بارفان 50 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/fd2b0ed0-30ba-428a-8fb7-58cd42d85728-500x500-pqJriOl4ekf0niQOuDMYdX7GSpnOBqEGqt0i1jMu.png",920,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر لانكوم لا في إي بيل ل'إكستريت أو دو بارفان 50 مل,48.2,REVERSE-LOOKUP-FOUND,بورن تو ستاند آوت,duplicate,,
عطر ديور هوم أو دو تواليت 150مل للرجال,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/4321a9da-0d55-4edf-ae4b-441a2e395978-500x500-ULIaJeuTp2r9tJTSsLe33VOD9PKIas6cHnJMZVVU.png",632,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر درعة هيفن الرجالي أو دو تواليت 150مل,50.7,REVERSE-LOOKUP-FOUND,ديور,duplicate,,
عطر هوكد بور فيم للنساء من روبروكا افنان - 100 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/9d60b671-6d66-4bcc-b655-0a7d4b027c76-500x500-BPhCeCdYT5CGFqEl2TSqksVVzR7Bya4qNjqIri6V.png",184,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر مونتال الفوشي روز مسك انتنس 100 مل للنساء,46.5,REVERSE-LOOKUP-FOUND,افنان,duplicate,,
عطر افنان 9 Pm بور فيم او دو بارفيوم 100 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/3d40d58e-e9ad-4322-ab33-082dd58289a7-500x500-uc1gsZhvdyxwe2FbeuQnlCQxdTq5DHTCXk6abVOE.png",184,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر افنان 9 Pm او دو بارفيوم 100مل,88.8,GOLDEN-HIGH,افنان,duplicate,,
ارجوس دانا او دو برفيوم 100 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/bac389d8-f019-4455-a161-d2a79fdbda60-500x500-99co1lvjKCVlDSJ3kQkOqJQkSOXChJ66YoHeaobf.jpg",1380,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,تستر لانكوم روز بيونيا او دو برفيوم 100 مل,53.1,REVERSE-LOOKUP-FOUND,,duplicate,,
ارجوس لوف ترايمف اوفر وار او دو برفيوم 100 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/4b05e547-a90c-40c8-bc9d-1d903cc712df-500x500-BWX4UyeNDtGWqkfDGSC2zMzmHs5hGL3mjkvIZJGy.jpg",1265,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,تستر جورجيو ارماني بريف روج ملاكيت  او دو بارفيوم 100 مل,52.0,REVERSE-LOOKUP-FOUND,,duplicate,,
ارجوس ساكريد فليم او دو برفيوم 100 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/ace58332-6fb7-4859-bb8e-515d1cb186dc-500x500-8R9s904thlMe2LcKx3HmFjhOhKFFXbEEmmplB3BV.webp",1265,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,تستر كارتير لا بانتير أو دو برفيوم 100 مل,51.7,REVERSE-LOOKUP-FOUND,كريد,duplicate,,
ارجوس ادونيس اويكنز او دو برفيوم 100 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/beec0974-c172-4f28-b63a-c14579321aa6-500x500-Fevv0jPCzVewSLiZv8BEcwfinFOSslf4qPBGmVc4.jpg",1150,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,تستر كارولينا هيريرا ايرش امباير او دو برفيوم 100 مل,53.9,REVERSE-LOOKUP-FOUND,دون,duplicate,,
عطر ماتيري بريمير نيرولي اورانجير او دو بارفيوم 100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/eaf32e47-fb99-4eb8-b593-ab8c8469309a-439.5x500-Ka9VW6POiMoCRlFkBNYvH4DFn1HgM79osqfeXmBH.jpg",805,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر اتكينسونس سيلي نيرولي او دو بارفيوم 100مل,52.9,REVERSE-LOOKUP-FOUND,ماتير بريمير,duplicate,,
عطر بربري هير بارفان 100 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/de7823b8-d9bd-4428-a9f4-abe1fc600789-500x500-0f7qEH28aODAXd0SUT07O3Bys7CD2urZMelOOQcI.png",517,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر هيرش لهب 100 مل,49.7,REVERSE-LOOKUP-FOUND,بربري,duplicate,,
عطر كلوي نسائي من نوماد جاردان أو دو بارفان ‏75 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/78dcde69-0260-4d3c-b639-f603d99cfaeb-500x500-pavLiKHKHxQqdlEViY5u0r3SaA3a0PCuq2zqPdzi.webp",379,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر كريد إيلاداريا النسائي أو دو بارفيوم 75مل,43.9,REVERSE-LOOKUP-FOUND,كلوي,duplicate,,
تستر عطر هوغو بوس ذا سينت إنتنس للرجال 100 مل اصدار جديد,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/659f35c4-b209-4409-bcb8-c4bcb66d4a98-500x500-LiXTa0GkbwWHVtx8W4KvsKirEsWcWSvDVNpplzRS.webp",343,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر دولتشي آند غابانا ذا ون كولكتر إيديشن أو دو توليت 100مل للرجال,46.1,REVERSE-LOOKUP-FOUND,هوغو بوس,duplicate,,
عطر افنان 9 Am بور فيم او دو بارفيوم 100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/8a4f6313-b7a7-4325-90e6-ed7ac9b4d243-500x500-Ol7KveZMi5GBM1iYNTsv3reZDyLNpSWZUrT9hDFr.png",184,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر افنان 9 Am او دو بارفيوم 100مل,88.8,GOLDEN-HIGH,افنان,duplicate,,
عطر تراثي بلو من افنان او دو بارفيوم -90مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/abdbbb29-ed72-4a6b-9088-47139f40fbb9-500x500-EJ79D3YrCc0laSPrEHgmcgAuAYq7GzGiNXHsM0W1.png",184,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر قزاز دايموند بلو او دو بارفيوم 100مل,23.4,REVERSE-LOOKUP-FOUND,افنان,duplicate,,
عطر افنان تراثي اليكتريك او دي بارفيوم 90 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/cf5ce7d5-8071-4a32-be00-8c38329efaa2-500x500-B7AHgSL9CsiCmRqloHbhWTXSshl1VdJh58EHgJne.png",184,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر لاكوست بور فيم الكسير او دو بارفيوم 90مل,54.7,REVERSE-LOOKUP-FOUND,افنان,duplicate,,
أفنان هيستوريك صحارى إكستريت دو بارفان 100 مل للجنسين,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/fe22b762-a31c-4212-b3ba-8937b77e50a7-500x500-O3brbob7zCcPR0dkj7FcdnPpLgvz4TW9oV8Io6IZ.png",184,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,تستر جورجيو ارماني امبوريو ارماني ان لاف ويذ يو  او دو بارفيوم - 100 مل,44.0,REVERSE-LOOKUP-FOUND,,duplicate,,
تستر لي لابو سانتال 33 أو دو برفيوم للجنسين 100 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/a9e484fb-e842-4ddb-a9de-74617e5f34e6-500x500-jR2QyPfPDLKtLZRLmWlHb3ZZvM2NVxthByIGTOK4.png",1150,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,تستر نيشان مينت تو بي سين أو دو بارفيوم 100 مل للجنسين,46.0,REVERSE-LOOKUP-FOUND,لي لابو,duplicate,,
تستر فان كليف اند آربيلز امبري امبريال أو دو برفيوم 75 مل للنساء,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/5cb3814d-8570-450f-a4ee-976259f58896-500x500-z9r2wcEjA0hn4Wtd9LcRP1suhc47joHCkRYHEDK7.jpg",356,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر روبرتو كفالي عود القصر للنساء او دى برفيوم 75 مل,49.6,REVERSE-LOOKUP-FOUND,امبريل,duplicate,,
عطر هوكد انتنسلي ريو بروكا او دو بارفيوم - 100 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/1f264cd5-032f-432d-95fd-cb9fbb9d2035-500x500-kJZOiLGKskm5WpfiBZWDiP2VFrylsrs6vPmZbFJj.png",184,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر سوسبيرو إربا بورا ماجيكا أو دو بارفيوم 100 مل,50.3,REVERSE-LOOKUP-FOUND,,duplicate,,
عينة ماء عطر بولغاري أليجرا فانتازيا فينيتا 10 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/fbb5e295-c294-4ad2-a203-3f4fac1a9d89-500x500-Vm4E9pupkuGzH8DbRnLJkXNvGX4bsc7VUimBhn1k.jpg",88,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر بولغاري سبلينديدا إيريس ديور أو دو بارفيوم 100مل,30.3,REVERSE-LOOKUP-FOUND,بولغاري,duplicate,,
عينة ماء عطر بولغاري أليجرا فيوري دامور 10 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/c678948c-36fa-4d5b-bb9e-021949fa89bf-500x500-6kVYLoybf2SyC7GSXXUG0xvUPgadvOoa513wHJnC.webp",88,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر بولغاري لو جيمي إيريا أو دو بارفيوم 100مل,31.8,REVERSE-LOOKUP-FOUND,بولغاري,duplicate,,
عينة بلغاري اليجرا دولتشي استاسي او دو برفيوم 10مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/f9197b42-5afc-41ae-a111-b39b0acc8bbd-500x500-FyD1ZVlmsiUdptdlSz6GCn1EqF6Aup3xG98czuZn.png",87,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,معطر جسم بولغاري مون جاسمين نوار لو اكسكيه 100مل,30.7,REVERSE-LOOKUP-FOUND,بولغاري,duplicate,,
عينة عطر بولغاري أليجرا ريفا سولار 10 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/c5d0cf24-d555-4b8d-91b7-0196c021287f-500x500-3nmSEGhsQwwPsEqVQqSG5JWOvnmJW2N09XYrRLpa.webp",87,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر بولغاري سبلينديدا إيريس ديور أو دو بارفيوم 100مل,31.5,REVERSE-LOOKUP-FOUND,بولغاري,duplicate,,
عينة عطر بولغاري أليجرا باسيجياتا 10 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/0752ef6d-c3bc-4125-a78c-9c1fc88ff8d2-500x500-S2QpNEvIvOuHCUjz4zZOf1eXnZC4NZ1PEiiUPB5L.png",87,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر بولغاري لو جيم إمبريالي سبلينديا أو دو بارفيوم 100مل,31.1,REVERSE-LOOKUP-FOUND,بولغاري,duplicate,,
عطر دي جابور رويال ارابيان اديشن اوف لذر فوريفر اكسترايت او دي بارفيوم 50 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/0487e868-8d3f-49cc-b28b-df9cc508314a-500x500-TI9INIGKGY47XF2sO52j8A7e1JAQ0D63In0rLE5a.webp",1035,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر دي غابور ليذر فوريفر رويال أرابيان إيديشن إكستريت دو بارفيوم 50 مل,52.3,REVERSE-LOOKUP-FOUND,ريف,duplicate,,
عطر دي جابور ستاردست مسك اكستريت دو بارفيوم 50 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/f1ea6cbf-3961-498a-9d24-6925675cb47c-500x500-rSWDAH333NDuvUGdYSjzkMLpsreRZOFP4ryRkLVm.jpg",982,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر دي غابور ستاردست ماسك إكستريت دو بارفيوم 50 مل,88.7,GOLDEN-HIGH,دي غابور,duplicate,,
عطر دي غابور جندريس اكسترايت دو بارفيوم 50مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/b550b0af-b3da-43bb-ad0a-598486cc380b-500x500-M1j2Sw42jd4PUzib6MH8wyPto6JJfkxo9biOTjus.webp",977,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر دي غابور جندرز إكستريت دو بارفيوم 50 مل,90.7,GOLDEN-HIGH,دي غابور,duplicate,,
عطر دي غابور جيشا ديفا اكسترايت دو بارفيوم 50مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/0633bcb9-3afe-4134-8a9d-50211d2d7f2a-500x500-0WJykSQ235vZrVgkjOfUOheqikFp82cOiLXaWsff.webp",977,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر دي غابور جيشا ديفا إكستريت دو بارفيوم 50 مل,93.1,GOLDEN-HIGH,دي غابور,duplicate,,
عطر دي غابور دارلينق روج اكسترايت دو بارفيوم 50مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/fddc9102-b988-4e79-aeed-77beba6f5346-500x500-yyLtTO7iGA9M36AxTz3eczlsjYtBqErRZpHDyUkG.webp",966,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر دارلينج روج من دي غابور إكستريت دي بارفيوم 50 مل,89.3,GOLDEN-HIGH,دي غابور,duplicate,,
عطر دي جابور دي لا لون اكستريت دو بارفيوم 50 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/f83959ab-d197-4a2b-a34c-563da1e2e7ae-500x500-4abW3ymzT1faCPP4LseMTXW3XHZVGEYAJXAsNWfo.webp",966,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر دي غابور دي لا لون إكستريت دو بارفيوم 50 مل,88.8,GOLDEN-HIGH,دي غابور,duplicate,,
ميمو باريس فلام او دو برفيوم 75 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/de466770-c377-43f5-b10d-7c4edfde6558-500x500-K6hZ45bgrB81ajwECD9nJ3wRF9z3NOI8Fmi546VK.jpg",747,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,تستر مارلي ديلينا إكسكلوسيف أو دو برفيوم 75 مل,51.2,REVERSE-LOOKUP-FOUND,ميمو باريس,duplicate,,
ميمو باريس كورفو أو دو برفيوم 75 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/90301f48-2e47-4304-8ebd-0ad3bcbea283-500x500-7b2t11iwkWz3cFDRvrOwjeksjRTyjVU8X1xrk3Ov.png",690,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,تستر مارلي ديلينا إكسكلوسيف أو دو برفيوم 75 مل,49.2,REVERSE-LOOKUP-FOUND,ميمو باريس,duplicate,,
عطر كايلي يوتوبيا فانيلا كوكو | 21 مكثف او دو برفيوم 100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/52074333-f488-405a-aa48-c8f53e458c17-500x500-uXPPKU4qiL9iHmgO3HCekNTulmjjEEwwIKR5ck7F.jpg",661,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر كايلي يوتوبيا فانيلا كوكو | 21 مكثف او دو برفيوم 100 مل,95.0,GOLDEN-HIGH,كايالي,duplicate,,
تستر عطر بايريدو روز أوف نو مانز لاند أبسولو دي بارفيوم 100 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/32c50f5d-b6a5-4ebc-896a-7579a6d41e9c-500x491.49149149149-3KpxngHrcewTEYKQGacGxNBqvgYpTdkpViw10SVT.jpg",920,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر بايريدو روز أوف نو مانز لاند أبسولو أو دو بارفيوم 100 مل,92.7,GOLDEN-HIGH,بايريدو,duplicate,,
تستر بنهاليجنز بالم اوف كالم او دو برفيوم 100 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/e05f80fc-ce39-41e1-a793-7685637498b3-500x500-TfUAM8zQUNz5fbmvvn7H3dHu1PIklLFrYN5pHI4U.jpg",908,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,تستر جيفنشي إم إم دابل يو أو دو برفيوم 100مل,50.1,REVERSE-LOOKUP-FOUND,بالمان,duplicate,,
زيرجوف ديكاس أو دي بارفيوم 100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/3df7b30d-d17a-40d4-9af2-ca6be49689dd-500x500-KXzH5U6JxkTSCH5QnRoNFke3QOuonIBGTFhTVRPA.jpg",897,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,تستر هوغو بوس بولد إنسينس أو دي بارفيوم 100مل,54.2,REVERSE-LOOKUP-FOUND,زيرجوف,duplicate,,
تستر عطر جيرلان توباك صحاري اودي برفيو 125مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/7b6b190a-d0aa-4d27-a175-5b1ff8985656-500x500-wS1nGhs4IEfkPZnjJX5txRY4pOtTwledkr0jOcpn.jpg",862,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر دولتشي غابانا ليل ملكي او دو بارفيوم 100مل,19.0,REVERSE-LOOKUP-FOUND,جيرلان,duplicate,,
زيرجوف فيا كافور I برفيوم 50مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/183fafcc-fb23-4c96-893b-501babfd1df3-500x500-DdESRXsty0ZQCE88qRvjkR6gdeGknxzl0m8awtoi.jpg",862,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,تستر لانكوم آيدول نكتار او دو برفيوم 50 مل,50.0,REVERSE-LOOKUP-FOUND,زيرجوف,duplicate,,
عطر جيمي شو اي وانت شو وت لوف او دو بارفيوم للنساء 100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/ac25fb77-7359-4362-a18a-2f31cb094287-500x500-W3imci6icmCycMhLaliDeEoINXhwT6YLYUAXBubq.jpg",356,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر ديلان تركواز من فرزاتشي للنساء او دي تواليت 100مل,43.6,REVERSE-LOOKUP-FOUND,جيمي شو,duplicate,,
روبرتو كافالي أومو فيردي أبسولوتوعطور رجالية 100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/9e479d90-dd70-49bc-b974-753fa832af0a-500x500-XlgoO7T0h1FFwKgW7f7gnK2VuFn2YGdwR79gLyq3.jpg",264,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,تستر جورجيو أرماني أكوا دي جيو أو دو برفيوم 100 مل,41.3,REVERSE-LOOKUP-FOUND,روبيرتو كافالي,duplicate,,
روبرتو كافالي سيغنيتشر فيردي أبسولوتوعطور نسائية 75مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/185b1e2a-e74a-4909-9889-97ab61234028-500x500-nVVpa5YdJ8xZ8J9B1P1pQdm69RbztRTzt1qDGZrN.jpg",264,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,تيري موغلر الين ايسنس ابسولو اي دي بيرفيوم للنساء,31.9,REVERSE-LOOKUP-FOUND,روبيرتو كافالي,duplicate,,
عطر كوستو برشلونة مان او دي تواليت100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/f29aa938-c7f7-4c10-9fda-1093e9c8a42f-500x500-PJ3Cv1xWVhIf7jfWH8XqmOhl0K6j1KrKNMYOPACn.jpg",216,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر لويفي أون باسيو بور مدريد مايريت أو دو بارفيوم 100مل,37.6,REVERSE-LOOKUP-FOUND,,duplicate,,
عطر جيرلان توباك صحاري اودي برفيو 125مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/e198928d-2975-4986-8768-d683714f41f8-500x500-0kHb7AdlP2s9Q2eT7XOheILUt01Y1NsovgGppRgg.jpg",908,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر روبيرتو كافالي ديب ديزير او دو برفيوم 75 مل,18.8,REVERSE-LOOKUP-FOUND,جيرلان,duplicate,,
عطر ايسي مياكي ليو دا ايسي بور هوم نوار عنبر او دو بارفيوم 100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/0ba989f8-cb27-4f97-a439-7932a95138ed-500x500-5HA0adXtZxO7ZTYpQrAdEqGJ9a4PdCWGymapG8Bs.webp",333,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر نينا ريتشي بريمير جور او دو بارفيوم 100مل,48.3,REVERSE-LOOKUP-FOUND,إيسي مياكي,duplicate,,
عطر توم فورد عنبر ليذر او دو بارفيوم 150مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/418c6319-2479-4299-80b2-b9a6ed867d13-500x500-MYzVjhD9LoVVm1AEzVpGyfmgX3bLidXklQrXTAad.jpg",897,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر توم فورد مير ميستر او دو بارفيوم 50مل,39.3,REVERSE-LOOKUP-FOUND,توم فورد,duplicate,,
